NOMBRE;CODIGO;NIT;ORDEN;DEPARTAMENTO;MUNICIPIO;ID
NARIÑO ALCALDIA MUNICIPIO SAN BERNARDO;252685011.0;800093437;TERRITORIAL;NARIÑO;SAN BERNARDO;1905
CALDAS IE PABLO VI PENSILVANIA;217541024.0;800034237;TERRITORIAL;CALDAS;PENSILVANIA;1905
CORDOBA ALCALDIA MUNICIPIO SAN BERNARDO VIENTO;223675011.0;800093437;TERRITORIAL;CORDOBA;SAN BERNARDO VIENTO;1905
CALDAS IE RURAL SERAFICO SAN ANTONIO PADUA MANIZALES;217001792.0;890800939;TERRITORIAL;CALDAS;MANIZALES;1906
CALDAS INGENIERIA DESARROLLO ADMINISTRACION MANIZALES IDEAS MAS SA ESP;217001080.0;901498485;TERRITORIAL;CALDAS;MANIZALES;1907
INGENIERIA DESARROLLO ADMINISTRACION MANIZALES S.A. ESP ( COMPRADOR );717535355.0;901498485;TERRITORIAL;CALDAS;MANIZALES;1907
CALDAS INSTITUCION EDUACTIVA QUIEBRA MARQUETALIA;217444024.0;810005350;TERRITORIAL;CALDAS;MARQUETALIA;1908
CALDAS INSTITUCION EDUCATIVA PRESENTACION SALAMINA;217653020.0;810005830;TERRITORIAL;CALDAS;SALAMINA;1908
CALDAS INSTITUCION EDUCATIVA AGUABONITA MANZANARES;217433017.0;810006049;TERRITORIAL;CALDAS;MANZANARES;1909
CALDAS INSTITUCION EDUCATIVA BUENAVISTA DORADA;217380029.0;810001604;TERRITORIAL;CALDAS;DORADA;1909
CALDAS INSTITUCION EDUCATIVA AGUACATAL NEIRA;217486023.0;800.029.389;TERRITORIAL;CALDAS;NEIRA;1910
NARIÑO INSTITUCION EDUCATIVA RIO TAPAJE CHARCO;252250019.0;840001018;TERRITORIAL;NARIÑO;CHARCO;1911
CALDAS INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE MARQUETALIA;217444019.0;800010818;TERRITORIAL;CALDAS;MARQUETALIA;1911
INSTITUCION EDUCATIVA RIO TAPAJE;719126161.0;840001018;TERRITORIAL;NARIÑO;CHARCO;1911
CALDAS INSTITUCION EDUCATIVA ANTONIO NARIÑO FILADELFIA;217272017.0;810001886;TERRITORIAL;CALDAS;FILADELFIA;1912
CALDAS INSTITUCION EDUCATIVA INTEGRADO VILLA PILAR MANIZALES;217001040.0;810001863;TERRITORIAL;CALDAS;MANIZALES;1912
CALDAS INSTITUCION EDUCATIVA MONTEBONITO;217446019.0;810001864;TERRITORIAL;CALDAS;MARULANDA;1912
CALDAS INSTITUCION EDUCATIVA ATANASIO GIRARDOT MANIZALES;217001066.0;810001464;TERRITORIAL;CALDAS;MANIZALES;1913
CALDAS INSTITUCION EDUCATIVA QUIEBRA SANTA BARBARA RISARALDA;217616017.0;810001946;TERRITORIAL;CALDAS;RISARALDA;1913
CALDAS INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA ANSERMA;217042020.0;890804669;TERRITORIAL;CALDAS;ANSERMA;1914
CALDAS INSTITUCION EDUCATIVA BARTOLOME MITRE;217174014.0;890806512;TERRITORIAL;CALDAS;CHINCHINA;1915
HUILA INSTITUCION EDUCATIVA ANTONIO RICAURTE TARQUI;241791018.0;800245716;TERRITORIAL;HUILA;TARQUI;1916
CALDAS INSTITUCION EDUCATIVA BERLIN SAMANA;217662023.0;800247916;TERRITORIAL;CALDAS;SAMANA;1916
CALDAS INSTITUCION EDUCATIVA BONAFONT;217614014.0;800004589;TERRITORIAL;CALDAS;RIOSUCIO;1917
CALDAS INSTITUCION EDUCATIVA LLANADAS MANZANARES;217433020.0;800004569;TERRITORIAL;CALDAS;MANZANARES;1917
CALDAS INSTITUCION EDUCATIVA BOSQUES NORTE MANIZALES;217001047.0;810004148;TERRITORIAL;CALDAS;MANIZALES;1918
CALDAS INSTITUCION EDUCATIVA MARIA FABIOLA LARGO CANO RIOSUCIO;217614018.0;810006148;TERRITORIAL;CALDAS;RIOSUCIO;1918
CALDAS INSTITUCION EDUCATIVA CABAÑA MANIZALES;217001062.0;800187879;TERRITORIAL;CALDAS;MANIZALES;1919
GUAJIRA ASAMBLEA DEPARTAMENTAL;24400123.0;800148779;TERRITORIAL;GUAJIRA;RIOHACHA;1919
CALDAS INSTITUCION EDUCATIVA PARTIDAS;217873020.0;810001933;TERRITORIAL;CALDAS;VILLAMARIA;1920
ESTABLECIMIENTO PENITENCIARIO CARCELARIO PACORA;702435140.0;810001336;NACIONAL;CALDAS;PACORA;1920
CALDAS INSTITUCION EDUCATIVA CABRAS MARMATO;217442021.0;810001733;TERRITORIAL;CALDAS;MARMATO;1920
CALDAS INSTITUCION EDUCATIVA FE ALEGRIA PAZ MANIZALES;217001075.0;810001533;TERRITORIAL;CALDAS;MANIZALES;1920
CALDAS INSTITUCION EDUCATIVA CARTAGENA PALESTINA;217524017.0;810006480;TERRITORIAL;CALDAS;PALESTINA;1921
CALDAS INSTITUCION EDUCATIVA GRAN COLOMBIA MANIZALES;217001055.0;810005648;TERRITORIAL;CALDAS;MANIZALES;1921
CALDAS INSTITUCION EDUCATIVA CAÑAMOMO LOMAPRIETA SUPIA;217777021.0;800174730;TERRITORIAL;CALDAS;SUPIA;1922
CALDAS INSTITUCION EDUCATIVA COLES PACORA;217513022.0;810003714;TERRITORIAL;CALDAS;PACORA;1923
CALDAS INSTITUCION EDUCATIVA SAN PIO X MANIZALES;217001057.0;810003071;TERRITORIAL;CALDAS;MANIZALES;1923
CALDAS INSTITUCION EDUCATIVA CRISTO REY BELALCAZAR;217088019.0;800086822;TERRITORIAL;CALDAS;BELALCAZAR;1924
CALDAS INSTITUCION EDUCATIVA DORADA;217380019.0;810001422;TERRITORIAL;CALDAS;DORADA;1925
CALDAS INSTITUCION EDUCATIVA SILENCIO SAMANA;217662021.0;810001642;TERRITORIAL;CALDAS;SAMANA;1925
CALDAS INSTITUCION EDUCATIVA SEÑORA FATIMA RIOSUCIO;217013022.0;810005244;TERRITORIAL;CALDAS;AGUADAS;1926
CALDAS INSTITUCION EDUCATIVA MERMITA;217013019.0;810005240;TERRITORIAL;CALDAS;AGUADAS;1926
CALDAS INSTITUCION EDUCATIVA FLORENCIA RIOSUCIO;217614021.0;810005243;TERRITORIAL;CALDAS;RIOSUCIO;1926
CALDAS INSTITUCION EDUCATIVA EDEN AGUADAS;217013024.0;810005241;TERRITORIAL;CALDAS;AGUADAS;1926
CALDAS INSTITUCION EDUCATIVA ELIAS MEJIA ANGEL PACORA;217513015.0;810001508;TERRITORIAL;CALDAS;PACORA;1927
CALDAS INSTITUCION EDUCATIVA PIO XII SAMANA;217662019.0;810001502;TERRITORIAL;CALDAS;SAMANA;1927
CALDAS INSTITUCION EDUCATIVA ENCIMADAS AGUADAS;217013025.0;810006028;TERRITORIAL;CALDAS;AGUADAS;1928
CALDAS INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ RIOSUCIO;21761416.0;810006102;TERRITORIAL;CALDAS;RIOSUCIO;1928
CALDAS INSTITUCION EDUCATIVA RIOARRIBA AGUADAS;217013027.0;810006027;TERRITORIAL;CALDAS;AGUADAS;1928
CALDAS INSTITUCION EDUCATIVA ESCUELA NACIONAL AUXILIARES ENFERMERIA MANIZALES;217001044.0;890802155;TERRITORIAL;CALDAS;MANIZALES;1929
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CALDAS MANIZALES;217001790.0;800028590;TERRITORIAL;CALDAS;MANIZALES;1930
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CLAUDINA MUNERA;217013015.0;810000561;TERRITORIAL;CALDAS;AGUADAS;1931
CALDAS INSTITUCION EDUCATIVA PABLO VI MANIZALES;217001035.0;810002607;TERRITORIAL;CALDAS;MANIZALES;1932
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA ESCOLASTICA SALAMINA;217653016.0;810002307;TERRITORIAL;CALDAS;SALAMINA;1932
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA ANSERMA;217042019.0;890803662;TERRITORIAL;CALDAS;ANSERMA;1933
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON ARANZAZU;217050019.0;890805852;TERRITORIAL;CALDAS;ARANZAZU;1934
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON RIOSUCIO;21761418.0;800146455;TERRITORIAL;CALDAS;RIOSUCIO;1935
CALDAS INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SEÑORA CANDELARIA;217444014.0;800184540;TERRITORIAL;CALDAS;MARQUETALIA;1936
CALDAS INSTITUCION EDUCATIVA EUGENIO PACELLI MANIZALES;217001070.0;890803154;TERRITORIAL;CALDAS;MANIZALES;1937
CUNDINAMARCA CONCEJO MUNICIPIO PASCA;225535016.0;890680154;TERRITORIAL;CUNDINAMARCA;PASCA;1937
CUNDINAMARCA PERSONERIA MUNICIPIO PASCA;225535015.0;890680154;TERRITORIAL;CUNDINAMARCA;PASCA;1937
NARIÑO ALCALDIA MUNICIPIO PASTO;252001001.0;890680154;TERRITORIAL;NARIÑO;PASTO;1937
CALDAS INSTITUCION EDUCATIVA FELISA MERCED;217388019.0;810003255;TERRITORIAL;CALDAS;MERCED;1938
CALDAS INSTITUCION EDUCATIVA JUAN XXIII ANSERMA;217042025.0;810002655;TERRITORIAL;CALDAS;ANSERMA;1938
CALDAS INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873014.0;800024433;TERRITORIAL;CALDAS;VILLAMARIA;1939
CALDAS INSTITUCION EDUCATIVA FRANCISCO JOSE CALDAS INTEC SUPIA;217777018.0;800163940;TERRITORIAL;CALDAS;SUPIA;1940
RAMA JUDICIAL – DIRECCION SECCIONAL ADMINISTRACION JUDICIAL PEREIRA;705600906.0;800165940;NACIONAL;RISARALDA;PEREIRA;1940
CALDAS INSTITUCION EDUCATIVA FRANCISCO JOSE CALDAS PACORA;217513021.0;800226033;TERRITORIAL;CALDAS;PACORA;1941
CALDAS INSTITUCION EDUCATIVA FRANCISCO JOSE CALDAS RISARALDA;217616019.0;CALDAS ;TERRITORIAL;CALDAS;RISARALDA;1942
CALDAS INSTITUCION EDUCATIVA GENERAL RAMON MARIN MARMATO;217442017.0;810004883;TERRITORIAL;CALDAS;MARMATO;1943
EMPRESA DESARROLLO TERRITORIAL PROYECTA;718448400.0;8010048830;TERRITORIAL;QUINDIO;ARMENIA;1943
QUINDIO PROMOTORA VIVIENDA QUINDIO;266000543.0;801004883;TERRITORIAL;ANTIOQUIA;ARMENIA;1943
CALDAS INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ VILLAMARIA;217873018.0;890804617;TERRITORIAL;CALDAS;VILLAMARIA;1944
CUNDINAMARCA INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIA CALANDAIMA TIBACUY;22580515.0;890680417;TERRITORIAL;CUNDINAMARCA;TIBACUY;1944
CALDAS INSTITUCION EDUCATIVA SAN ISIDRO BELALCAZAR;217088020.0;810001036;TERRITORIAL;CALDAS;BELALCAZAR;1945
CALDAS INSTITUCION EDUCATIVA GOMEZ FERNANDEZ ANSERMA;217042022.0;810001236;TERRITORIAL;CALDAS;ANSERMA;1945
CALDAS INSTITUCION EDUCATIVA GREGORIO GUTIERREZ GONZALEZ MANZANARES;217433018.0;800212784;TERRITORIAL;CALDAS;MANZANARES;1946
CALDAS INSTITUCION EDUCATIVA GUACAS PENSILVANIA;217541018.0;810006138;TERRITORIAL;CALDAS;PENSILVANIA;1947
CALDAS INSTITUCION EDUCATIVA JAPON DORADA;217380028.0;810002138;TERRITORIAL;CALDAS;DORADA;1947
CALDAS INSTITUCION EDUCATIVA GUARINOCITO DORADA;217380030.0;800033303;TERRITORIAL;CALDAS;DORADA;1948
INSTITUCION EDUCATIVA GUARINOCITO;708148424.0;800033303;TERRITORIAL;CALDAS;DORADA;1948
CALDAS INSTITUCION EDUCATIVA HOJAS ANCHAS SUPIA;217777019.0;800176403;TERRITORIAL;CALDAS;SUPIA;1949
CALDAS INSTITUCION EDUCATIVA HORRO;217042021.0;800229403;TERRITORIAL;CALDAS;ANSERMA;1950
CALDAS INSTITUCION EDUCATIVA INSTITUTO MANIZALES;217001069.0;890801392;TERRITORIAL;CALDAS;MANIZALES;1951
INSTITUCION EDUCATIVA LICEO ISABEL CATOLICA;718390677.0;890807637;NACIONAL;CALDAS;MANIZALES;1952
CALDAS LICEO MIXTO ARANJUEZ MANIZALES;217001061.0;890807387;TERRITORIAL;CALDAS;MANIZALES;1952
CALDAS INSTITUCION EDUCATIVA ISABEL CATOLICA MANIZALES;217001788.0;890807637;TERRITORIAL;CALDAS;MANIZALES;1952
CALDAS INSTITUCION EDUCATIVA JAIME DUQUE GRISALES VILLAMARIA;217873021.0;800172872;TERRITORIAL;CALDAS;VILLAMARIA;1953
CALDAS INSTITUCION EDUCATIVA JERONIMO TEJELO ANSERMA;217042017.0;810005729;TERRITORIAL;CALDAS;ANSERMA;1954
CALDAS INSTITUCION EDUCATIVA LICEO LEON GREIFF MANIZALES;217001787.0;810005295;TERRITORIAL;CALDAS;MANIZALES;1954
INSTITUCION EDUCATIVA LICEO LEON GREIFF;704668284.0;810005295;TERRITORIAL;CALDAS;MANIZALES;1954
CALDAS INSTITUCION EDUCATIVA JOHN FKENNEDY RIOSUCIO;217614024.0;810006140;TERRITORIAL;CALDAS;RIOSUCIO;1955
CALDAS INSTITUCION EDUCATIVA PORTACHUELO RIOSUCIO;217614025.0;810006103;TERRITORIAL;CALDAS;RIOSUCIO;1955
MAGDALENA CONCEJO MUNICIPAL CHIBOLO CHIBOLO;247170019.0;819000610;TERRITORIAL;MAGDALENA;CHIBOLO;1955
CALDAS INSTITUCION EDUCATIVA JOSE ANTONIO GALAN MANZANARES;217433019.0;810006039;TERRITORIAL;CALDAS;MANZANARES;1956
CALDAS INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050017.0;810002453;TERRITORIAL;CALDAS;ARANZAZU;1957
CALDAS INSTITUCION EDUCATIVA LIBERTAD SAN JOSE;217665017.0;810005256;TERRITORIAL;CALDAS;SAN JOSE;1958
CALDAS INSTITUCION EDUCATIVA MILAGROSA CENTRAL MORROS PACORA;217513018.0;810005268;TERRITORIAL;CALDAS;PACORA;1958
CALDAS INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA AGUADAS;217013028.0;890803030;TERRITORIAL;CALDAS;AGUADAS;1959
CORPOCALDAS CORPORACION AUTONOMA REGIONAL CALDAS;132001001.0;890803005;NACIONAL;CALDAS;MANIZALES;1959
CORPORACION AUTONOMA REGIONAL CALDAS;704670843.0;890803005;NACIONAL;DEFINIDO;DEFINIDO;1959
CALDAS INSTITUCION EDUCATIVA LINDA MANIZALES;217001794.0;800050425;TERRITORIAL;CALDAS;MANIZALES;1960
CONTRALORIA MUNICIPAL FLORIDABLANCA;701662090.0;800005042;TERRITORIAL;SANTANDER;FLORIDABLANCA;1960
SANTANDER CONTRALORIA MUNICIPAL FLORIDABLANCA;268276033.0;800005042;TERRITORIAL;SANTANDER;FLORIDABLANCA;1960
CALDAS INSTITUCION EDUCATIVA LLANO MARMATO;217442018.0;810003197;TERRITORIAL;CALDAS;MARMATO;1961
CALDAS INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ DORADA;217380023.0;810001971;TERRITORIAL;CALDAS;DORADA;1961
CALDAS INSTITUCION EDUCATIVA LLANOGRANDE NEIRA;217486019.0;810001682;TERRITORIAL;CALDAS;NEIRA;1962
CALDAS INSTITUCION EDUCATIVA LUIS FELIPE GUTIERREZ LOAIZA SALAMINA;21765320.0;800239730;TERRITORIAL;CALDAS;SALAMINA;1963
CESAR EMPRESA SERVICIOS PUBLICOS ACUEDUCTO ALCANTARILLADO ASEO MUNICIPIO CURUMANI ACUACUR ESP;22022813.0;800239720;TERRITORIAL;CESAR;CURUMANI;1963
EMPRESA SERVICIOS PUBLICOS ACUEDUCTO ALCANTARILLADO ASEO MUNICIPIO CURUMANI ACUACUR E.S.P;719934341.0;800239720;TERRITORIAL;CESAR;CURUMANI;1963
CALDAS INSTITUCION EDUCATIVA MALTERIA MANIZALES;217001071.0;800021571;TERRITORIAL;CALDAS;MANIZALES;1964
CALDAS INSTITUCION EDUCATIVA MANZANARES;217433021.0;890806026;TERRITORIAL;CALDAS;MANZANARES;1965
CALDAS INSTITUTO FINANCIAMIENTO PROMOCION DESARROLLO CALDAS;217000042.0;890806006;TERRITORIAL;CALDAS;MANIZALES;1965
INSTITUTO FINANCIAMIENTO PROMOCION DESARROLLO CALDAS;701231045.0;8908060063;TERRITORIAL;DEFINIDO;DEFINIDO;1965
CALDAS INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ PACORA;217513019.0;890801698;TERRITORIAL;CALDAS;PACORA;1966
CALDAS INSTITUCION EDUCATIVA MARMATO;217442020.0;810000214;TERRITORIAL;CALDAS;MARMATO;1967
CALDAS INSTITUCION EDUCATIVA MILAGROSA;217877017.0;800175385;TERRITORIAL;CALDAS;VITERBO;1968
CALDAS INSTITUCION EDUCATIVA MONSEÑOR ANTONIO JOSE GIRALDO GOMEZ MERCED;217388017.0;800177862;TERRITORIAL;CALDAS;MERCED;1969
CUNDINAMARCA ASOCIACION MUNICIPIO SABANA CENTRO ASOCENTRO;225000192.0;800177622;TERRITORIAL;CUNDINAMARCA;CAJICA;1969
CALDAS INSTITUCION EDUCATIVA NARANJAL CHINCHINA;21717424.0;800127067;TERRITORIAL;CALDAS;CHINCHINA;1970
CALDAS INSTITUCION EDUCATIVA NAZARIO RESTREPO VITERBO;217877019.0;800182319;TERRITORIAL;CALDAS;VITERBO;1971
CALDAS INSTITUCION EDUCATIVA NEIRA;217486018.0;890807974;TERRITORIAL;CALDAS;NEIRA;1972
SOCIEDAD TELEVISION CALDAS RISARALDA QUINDIO LTDA TELECAFE;28839372.0;890807724;TERRITORIAL;CALDAS;MANIZALES;1972
CALDAS INSTITUCION EDUCATIVA OBISPO SUPIA;217777020.0;800175112;TERRITORIAL;CALDAS;SUPIA;1973
CALDAS INSTITUCION EDUCATIVA OCUZCA ANSERMA;21704213.0;810005706;TERRITORIAL;CALDAS;ANSERMA;1974
CORDOBA CONCEJO MUNICIPIO LORICA;28830170.0;812000576;TERRITORIAL;CORDOBA;LORICA;1974
CALDAS INSTITUCION EDUCATIVA PLACER MARQUETALIA;217444018.0;810003430;TERRITORIAL;CALDAS;MARQUETALIA;1975
CALDAS INSTITUCION EDUCATIVA PATIO BONITO MARQUETALIA;217444021.0;810003436;TERRITORIAL;CALDAS;MARQUETALIA;1975
CALDAS INSTITUCION EDUCATIVA PIO XI;217050018.0;890805811;TERRITORIAL;CALDAS;ARANZAZU;1976
CALDAS INSTITUCION EDUCATIVA PIO XII;217653014.0;810005772;TERRITORIAL;CALDAS;SALAMINA;1977
CALDAS INSTITUCION EDUCATIVA PIO XII NEIRA;217486022.0;810002926;TERRITORIAL;CALDAS;NEIRA;1978
CALDAS INSTITUCION EDUCATIVA PUEBLO RICO NEIRA;217486020.0;800171983;TERRITORIAL;CALDAS;NEIRA;1979
CALDAS INSTITUCION EDUCATIVA RENAN BARCO DORADA;217380018.0;800222939;TERRITORIAL;CALDAS;DORADA;1980
CALDAS INSTITUCION EDUCATIVA RIOJA PENSILVANIA;217541022.0;810006121;TERRITORIAL;CALDAS;PENSILVANIA;1981
CALDAS INSTITUCION EDUCATIVA SIPIRRA RIOSUCIO;217614027.0;810006111;TERRITORIAL;CALDAS;RIOSUCIO;1981
CALDAS INSTITUCION EDUCATIVA ROBERTO PELAEZ;217013020.0;800242668;TERRITORIAL;CALDAS;AGUADAS;1982
CALDAS INSTITUCION EDUCATIVA ROBLE NEIRA;217486024.0;81.001.317;TERRITORIAL;CALDAS;NEIRA;1983
CALDAS INSTITUCION EDUCATIVA ROMERAL MANZANARES;217433022.0;900052877;TERRITORIAL;CALDAS;MANZANARES;1984
CALDAS INSTITUCION EDUCATIVA RURAL GIOVANNI MONTINI MANIZALES;217001046.0;800088861;TERRITORIAL;CALDAS;MANIZALES;1985
CALDAS INSTITUCION EDUCATIVA RURAL JOSE ANTONIO GALAN;217001018.0;800033161;TERRITORIAL;CALDAS;MANIZALES;1986
SANTANDER ALCALDIA MUNICIPIO PUERTO PARRA;268573011.0;800103161;TERRITORIAL;SANTANDER;PUERTO PARRA;1986
CALDAS INSTITUCION EDUCATIVA RURAL MIGUEL ANTONIO CARO MANIZALES;217001064.0;800006480;TERRITORIAL;CALDAS;MANIZALES;1987
CUNDINAMARCA HOSPITAL MARIO GAITAN YANGUAS SOACHA;225754015.0;800006850;TERRITORIAL;CUNDINAMARCA;SOACHA;1987
EMPRESA SOCIAL REGION SALUD SOACHA .;702727421.0;8000068503;TERRITORIAL;CUNDINAMARCA;SOACHA;1987
CALDAS INSTITUCION EDUCATIVA RURAL SAN PEREGRINO MANIZALES;217001045.0;890807930;TERRITORIAL;CALDAS;MANIZALES;1988
CALDAS INSTITUCION EDUCATIVA RURAL VIOLETA CHINCHINA;217001051.0;810002281;TERRITORIAL;CALDAS;MANIZALES;1989
CALDAS INSTITUCION EDUCATIVA SAN PEDRO ANSERMA;217042024.0;810002628;TERRITORIAL;CALDAS;ANSERMA;1989
CALDAS INSTITUCION EDUCATIVA SAGRADA FAMILIA;217524018.0;800175673;TERRITORIAL;CALDAS;PALESTINA;1990
FISCALIA GENERAL NACION REGIONAL CENTRAL;701067183.0;800187567;NACIONAL;DEFINIDO;DEFINIDO;1990
NARIÑO UNIVERSIDAD NARIÑO;252000011.0;800118954;TERRITORIAL;NARIÑO;PASTO;1991
CALDAS INSTITUCION EDUCATIVA SAN AGUSTIN SAMANA;217662013.0;800189354;TERRITORIAL;CALDAS;SAMANA;1991
CALDAS INSTITUCION EDUCATIVA SAN ANTONIO ARMA AGUADAS;217013023.0;800038435;TERRITORIAL;CALDAS;AGUADAS;1992
CALDAS INSTITUCION EDUCATIVA SAN FELIX SALAMINA;217653022.0;810001089;TERRITORIAL;CALDAS;SALAMINA;1993
ESTABLECIMIENTO PENITENCIARIO MEDIANA SEGURIDAD CARCELARIO MANIZALES;702957515.0;810001096;NACIONAL;CALDAS;MANIZALES;1993
CALDAS INSTITUCION EDUCATIVA SAN FRANCISCO PAULA;217174015.0;890806680;TERRITORIAL;CALDAS;CHINCHINA;1994
CALDAS INSTITUCION EDUCATIVA SAN JERONIMO RIOSUCIO;217013018.0;810005846;TERRITORIAL;CALDAS;RIOSUCIO;1995
CALDAS INSTITUCION EDUCATIVA SAN JORGE MANIZALES;217001023.0;900070015;TERRITORIAL;CALDAS;MANIZALES;1996
PUTUMAYO CENTRO EDUCATIVO RURAL BOCANA YURILLA PUERTO LEGUIZAMO;286573021.0;900070305;TERRITORIAL;PUTUMAYO;PUERTO LEGUIZAMO;1996
CALDAS INSTITUCION EDUCATIVA SAN JUAN BAUTISTA SALLE MANIZALES;217001039.0;800184324;TERRITORIAL;CALDAS;MANIZALES;1997
CALDAS INSTITUCION EDUCATIVA SAN LORENZO RIOSUCIO;217614026.0;810001723;TERRITORIAL;CALDAS;RIOSUCIO;1998
CALDAS INSTITUCION EDUCATIVA SAN PABLO VICTORIA;21786712.0;800226536;TERRITORIAL;CALDAS;VICTORIA;1999
CALDAS INSTITUCION EDUCATIVA SAN PEDRO CLAVER VILLAMARIA;21787323.0;810001204;TERRITORIAL;CALDAS;VILLAMARIA;2000
CALDAS INSTITUCION EDUCATIVA SAN SEBASTIAN MANIZALES;217001074.0;901232478;TERRITORIAL;CALDAS;MANIZALES;2001
CALDAS INSTITUCION EDUCATIVA SANTA LUISA MARILLAC;217873017.0;890801965;TERRITORIAL;CALDAS;VILLAMARIA;2002
CALDAS INSTITUCION EDUCATIVA SANTA RITA PENSILVANIA;217541020.0;810006081;TERRITORIAL;CALDAS;PENSILVANIA;2003
NARIÑO INSTITUCION EDUCATIVA PARAMO TAMINANGO;252786023.0;814006081;TERRITORIAL;NARIÑO;TAMINANGO;2003
CALDAS INSTITUCION EDUCATIVA SANTA TERESITA;217174017.0;800148828;TERRITORIAL;CALDAS;CHINCHINA;2004
GUAJIRA INSTITUCION EDUCATIVA RURAL ADOLFO MINDIOLA ROBLES;144090017.0;800188268;NACIONAL;GUAJIRA;DIBULLA;2004
CALDAS INSTITUCION EDUCATIVA SANTA TERESITA SAN JOSE;21766519.0;800176393;TERRITORIAL;CALDAS;SAN JOSE;2005
INSTITUCION EDUCATIVA JUAN BAUTISTA MIGANI;705214054.0;800008556;TERRITORIAL;CAQUETA;FLORENCIA;2006
CALDAS INSTITUCION EDUCATIVA SANTAGUEDA PALESTINA;217524021.0;810000855;TERRITORIAL;CALDAS;PALESTINA;2006
CALDAS INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO MANIZALES;217001043.0;810001532;TERRITORIAL;CALDAS;MANIZALES;2007
INSTITUTO DEPARTAMENTAL DEPORTES RECREACION QUINDIO;702230541.0;801001532;TERRITORIAL;DEFINIDO;DEFINIDO;2007
QUINDIO INDEPORTES QUINDIO;50000005.0;801001532;TERRITORIAL;QUINDIO;CIRCASIA;2007
CALDAS INSTITUCION EDUCATIVA SEÑORA ROSARIO;217486015.0;900137553;TERRITORIAL;CALDAS;NEIRA;2008
CALDAS INSTITUCION EDUCATIVA SIETE AGOSTO MANIZALES;217001029.0;810005578;TERRITORIAL;CALDAS;MANIZALES;2009
HUILA INDERHUILA INSTITUTO DEPARTAMENTAL DEPORTE RECREACION EDUCACION FISICA APROVECHAMIENTO TIEMPO LIBRE HUILA;205266428.0;813005578;TERRITORIAL;HUILA;NEIVA;2009
INDERHUILA;701899197.0;813005578;TERRITORIAL;HUILA;NEIVA;2009
CALDAS INSTITUCION EDUCATIVA SOCORRO VITERBO;21787717.0;890806464;TERRITORIAL;CALDAS;VITERBO;2010
CESAR INSTITUCION EDUCATIVA MANUEL RODRIGUEZ TORICES SAN DIEGO;220750021.0;800054272;TERRITORIAL;CESAR;SAN DIEGO;2011
INSTITUCION EDUCATIVA MANUEL RODRIGUEZ TORICES;718418353.0;800054272;TERRITORIAL;CESAR;SAN DIEGO;2011
CALDAS INSTITUCION EDUCATIVA SUPIA;217777022.0;800054276;TERRITORIAL;CALDAS;SUPIA;2011
CALDAS INSTITUCION EDUCATIVA TREBOL CHINCHINA;217174021.0;800125932;TERRITORIAL;CALDAS;CHINCHINA;2012
INSTITUCION EDUCATIVA DISTRITAL CARLOS ARANGO VELEZ;704187848.0;800125903;TERRITORIAL;BOGOTA D.C .;BOGOTA D.C .;2012
CALDAS INSTITUCION EDUCATIVA VIBORAL;217013021.0;890805687;TERRITORIAL;CALDAS;AGUADAS;2013
CALDAS INSTITUTO CULTURA TURISMO MANIZALES;217001083.0;800250029;TERRITORIAL;CALDAS;MANIZALES;2014
INSTITUTO CULTURA TURISMO MANIZALES;704659911.0;800250029;TERRITORIAL;DEFINIDO;DEFINIDO;2014
MAGDALENA INSTITUTO INVESTIGACIONES MARINAS COSTERAS JOSE BENITO VIVES ANDREIS SANTA MARTA;247001995.0;800250062;TERRITORIAL;MAGDALENA;SANTA MARTA;2014
CALDAS INSTITUTO UNIVERSITARIO MANIZALES;217001784.0;800112968;TERRITORIAL;CALDAS;MANIZALES;2015
CAQUETA IER AGRO NUÑEZ MONTAÑITA;218410019.0;900151026;TERRITORIAL;CAQUETA;MONTAÑITA;2016
CALDAS PEOPLE CONTACT SA MANIZALES;217001013.0;900159106;TERRITORIAL;CALDAS;MANIZALES;2016
PEOPLE CONTACT S.A.S . REESTRUCTURACION;718152762.0;9001591060;TERRITORIAL;CALDAS;MANIZALES;2016
